prompt_i,prompt_q,cn0_db_hz,carrier_doppler_hz,label
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
3.735576986585769,2.661292424068914,-3.0008257022254914,2.989934567753478,0
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
-3.721838749172282,-1.4348179429463996,0.0068828730105399,-1.9848633783423435,0
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
3.7362644390970856,-1.221978908204697,-0.2742949029304341,1.1103456597194956,0
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
-3.8399748000028313,1.2310324658265546,-0.2851410284138317,-3.4246257975752825,0
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
-0.0011376884686995,0.0011334434660492,0.0008530777590752,0.124111134956758,0
